pitchid,pitcherid,yearid,height,ballSpeed,curve_X,curve_Z,releasePoint_X,releasePoint_Y,releasePoint_Z,ballSpin,type
5695,1,2,76,86.08869766,-7.629759793,1.123657455,-2.081064353,5.839530116,6.328832941,2103.23157,9
5696,5,2,72,90.36141793,0.929285197,6.537198943,-1.034287996,6.061317348,5.781733738,2096.033631,8
5697,5,2,72,84.17813259,-3.970270178,4.705234742,-1.357791822,5.907570759,5.886503218,747.6046174,7
5698,5,2,72,90.53264458,-8.930721196,7.05244561,-1.695377834,6.018190284,5.59073272,1932.765018,9
5699,5,2,72,86.49392687,-1.369479267,1.97113435,-1.00967683,6.029173992,5.78616803,766.7671221,7
5700,2,2,80,79.63454067,5.949270527,-5.094722995,-2.550458426,6.500480457,5.721640587,2434.733908,2
5701,5,2,72,89.47632762,-3.897338826,4.36809084,-2.046720942,6.149530842,5.840505667,1915.37072,9
5702,5,2,72,85.18065681,-4.484353036,3.840861916,-1.013600265,6.05938205,5.99029568,730.015572,7
5703,5,2,72,85.62062831,-4.170719146,1.942678123,-0.982470219,6.311866709,6.024141947,570.5857717,7
5704,5,2,72,73.03499999,4.082757147,-10.98398262,-1.436571546,5.931871253,5.924797793,2270.828786,2
5705,1,2,76,89.26091036,-6.633926228,5.037132466,-2.298188439,5.923653625,6.087817349,2219.080843,9
5706,5,2,72,90.00068102,-7.343723596,7.077894838,-1.184072174,6.110329452,5.819697155,1965.151364,9
5707,5,2,72,83.4852354,-2.38027853,3.611570001,-0.925610746,6.237560872,5.955182281,1176.695057,4
5708,2,2,80,82.61939794,6.273445795,-4.201084119,-1.77651598,6.270230204,5.863481557,2630.783782,2
5709,2,2,80,97.83012979,-3.708715605,7.721139569,-1.590167229,6.354087968,5.81634507,1881.648886,9
5710,4,2,72,81.63424399,4.283295904,-6.146506706,-1.896877617,6.056487065,5.919506596,2664.646304,2
5711,5,2,72,81.73605849,0.161038481,4.537255994,-1.277670396,5.865553768,5.983424567,1258.270428,4
5712,5,2,72,92.16127424,-2.480560334,10.71857075,-0.794519204,6.156330661,6.033219817,1988.822303,10
5713,5,2,72,90.02370203,-7.415540913,5.805723889,-1.330072607,6.189468519,5.880664139,1914.267047,9
5714,5,2,72,90.35550249,-10.36163671,4.73676953,-1.800471192,6.31924892,5.632614297,1860.372132,9
5715,5,2,72,85.82350589,-4.922447175,3.218032961,-0.842275937,6.131527733,5.929366929,1189.794965,7
5716,3,2,77,86.45439622,12.1691707,4.309428944,4.004541404,6.351746072,6.526920664,1802.107322,9
5717,1,2,76,92.44912317,-8.925366989,5.467408968,-2.175352984,6.00243617,6.058434611,2250.999913,9
5718,5,2,72,91.04372844,-3.384577972,10.92344212,-1.499103358,5.980076023,5.868183039,1943.667561,10
5719,4,2,72,88.23319926,-7.51764941,5.007016478,-2.509069414,5.900644946,5.685436643,1570.30978,4
5720,2,2,80,93.72501356,-9.009071279,9.151647349,-2.638627438,5.864344306,5.676445749,2231.177741,9
5721,4,2,72,81.80443012,3.485064141,-8.929128546,-1.855423029,6.229968606,5.815755636,2699.302444,2
5722,5,2,72,90.26470711,-4.866303344,9.899084221,-1.042525374,6.308046607,5.869476174,1905.814047,10
5723,2,2,80,94.21713481,-5.015020408,6.800312858,-2.227623066,6.203519707,5.870865492,2247.731691,9
5724,5,2,72,69.04255599,3.079024312,-9.353075359,-1.003128591,6.425798945,5.888212695,1918.315755,2
5725,2,2,80,77.83636841,6.3387778,-9.226939001,-2.195185935,6.053821955,5.893068214,2598.077422,2
5726,5,2,72,84.3356153,-5.953322724,3.368928197,-1.292655939,6.362229081,5.830039694,1392.163819,4
5727,5,2,72,91.88792336,-0.889360713,8.654347771,-0.688691393,6.275471869,5.945588271,1967.87653,10
5728,5,2,72,90.78670183,-3.001903217,9.206354128,-1.407263978,6.053239462,5.981357943,1904.784418,10
5729,2,2,80,92.49399097,-2.025991712,10.18009803,-2.165777496,6.474896759,5.840669827,2210.998705,10
5730,2,2,80,80.70463735,3.2746157,-7.182369608,-1.838189148,6.391870418,5.662781409,2592.612334,2
5731,5,2,72,88.184733,-3.449591656,9.130373949,-1.244886174,6.435757172,5.93116573,2005.070137,10
5732,5,2,72,84.13897466,-4.557801476,4.337623886,-1.210065005,6.321858022,6.161577718,818.8251515,7
5733,2,2,80,93.49876606,-7.922990478,9.638487516,-2.376354577,5.905090063,5.780216234,2123.130282,9
5734,5,2,72,80.41344049,-7.020764598,5.810774366,-1.283732636,6.557582372,5.797966225,1160.341745,4
5735,5,2,72,85.54068426,-0.066740581,1.75713212,-0.944156829,6.239391024,6.051623588,706.4355911,7
5736,5,2,72,86.58125762,-5.21925292,3.343228448,-0.645854729,6.188354945,6.146707465,1202.135518,7
5737,2,2,80,95.10004086,-0.189909791,10.28656561,-2.086959062,6.122181588,6.069560753,2388.144192,10
5738,2,2,80,93.58614038,-2.231842413,9.251532007,-2.738186749,5.981699129,5.696712136,2161.3396,10
5739,5,2,72,90.42093401,-5.415683545,6.631669572,-1.754736435,5.728605672,5.799292518,1915.732304,9
5740,2,2,80,94.03989679,-7.830413748,6.31760183,-2.481105445,5.702997877,5.603364447,2143.498675,9
5741,5,2,72,88.77966993,1.603510642,5.515833884,-1.118178512,5.999361427,6.039576149,2008.247399,8
5742,2,2,80,77.6150635,10.58316558,-12.60353503,-1.893154313,6.143203605,5.955067081,2793.687974,2
5743,2,2,80,80.67452715,6.307866526,-8.064272274,-2.221843681,6.126331257,5.819208787,2663.086118,2
5744,4,2,72,94.04919116,-6.931930548,8.842582182,-2.294409717,6.288703982,5.842752203,2329.500124,9
5745,5,2,72,85.82854567,-6.31605005,5.547012718,-1.306501364,6.284783088,5.861962197,1033.346728,7
5746,5,2,72,89.59104117,-8.711241106,7.479398427,-1.671043548,5.946389351,5.60103947,1883.156436,9
5747,5,2,72,72.88167219,10.73534398,-8.041130625,-1.652277103,6.156200801,5.861077515,2319.4234,2
5748,2,2,80,95.99451398,-1.195828607,7.394513322,-1.760330998,5.93438102,6.05514512,2264.94118,10
5749,4,2,72,87.98849903,4.916339204,1.709065246,-2.039914671,6.020182644,5.811051088,2573.283947,8
5750,5,2,72,91.02791427,-4.42700834,6.003341588,-1.627054286,6.219136502,5.81553483,1833.29188,9
5751,5,2,72,92.14646548,-6.979726391,10.25362576,-1.633279433,6.168986338,5.736833103,1992.370695,9
5752,5,2,72,88.09677654,2.973200086,3.207950413,-1.427759535,6.312958203,5.668690187,2053.010481,8
5753,5,2,72,91.34169088,-4.908407188,7.173216837,-1.544120299,6.068711515,5.868944047,1900.469898,9
5754,2,2,80,94.33862523,-6.782886471,9.358504954,-2.086222192,6.062527596,5.817571205,2074.937422,9
5755,4,2,72,93.52848247,-4.189964024,10.33838101,-2.08269004,6.19065688,5.998925058,2440.935173,10
5756,5,2,72,90.13909228,-3.512008176,9.681712055,-1.360593589,6.276293892,5.733089887,1998.429199,10
5757,1,2,76,76.96074189,7.3382835,-4.052410563,-2.156561262,6.610636927,6.027108343,2986.470487,2
5758,5,2,72,91.65061664,-6.880708346,8.53324856,-1.425139863,6.529799741,5.814291077,1961.184046,9
5759,5,2,72,82.78613754,-4.257255915,6.146080441,-1.173451818,6.269195478,6.002233867,1274.704714,4
5760,1,2,76,88.44779933,-10.18304385,4.169931488,-2.186724896,6.446003432,6.132749519,2265.894634,9
5761,5,2,72,92.7563835,-4.760229766,8.112446118,-1.186236846,5.906725122,6.023864185,2056.438146,9
5762,2,2,80,91.70246103,-5.357999318,10.16337705,-2.594055294,5.811825732,5.532898691,2199.04958,10
5763,5,2,72,71.21823045,3.235121111,-11.1966893,-1.171410976,6.419267742,5.984170372,2188.09494,2
5764,5,2,72,91.87420357,-3.473015297,10.2834143,-0.988406739,5.98843416,6.007606405,2001.39517,10
5765,2,2,80,75.34205761,4.30750593,-11.28279129,-2.173619477,6.401692623,5.890043458,2491.009083,2
5766,4,2,72,87.31068938,-7.663821452,1.919711189,-2.240232021,5.872177936,5.522341622,1387.417665,4
5767,5,2,72,90.8400693,-1.167046792,8.69153902,-1.255050679,5.957730473,5.987087548,1975.060713,10
5768,1,2,76,89.71477273,-7.429900859,2.278993934,-2.278915833,6.005107731,5.835575683,2304.873261,9
5769,5,2,72,91.2302832,-6.263935606,8.430320234,-1.594972344,6.180275418,5.928857072,1945.256636,9
5770,5,2,72,91.38211538,-5.199570323,7.947775818,-1.504593972,5.944382925,5.805821402,2076.092371,10
5771,4,2,72,88.54533144,-8.362609892,8.066605185,-2.039491435,6.374134693,5.759081854,1719.027733,4
5772,2,2,80,94.1072,-4.897877765,6.91261946,-2.428950929,6.484839226,5.784092095,2172.71085,9
5773,1,2,76,88.73995534,-5.275535683,5.612262014,-1.709124569,6.266595318,6.424540729,2240.226356,9
5774,5,2,72,84.70235165,-2.123261114,6.459166523,-1.129436537,6.064187941,5.980704243,1113.764188,7
5775,5,2,72,73.61145245,3.054262478,-9.79214149,-1.445417125,6.057236258,5.812912638,2348.363203,2
5776,4,2,72,94.84703931,-5.371392111,9.545906132,-1.798218821,6.132711991,6.21275754,2313.108457,10
5777,2,2,80,93.1053935,-1.872112359,8.212058462,-1.836268003,5.960116398,6.024845127,2158.354913,10
5778,5,2,72,90.23145596,-0.726779426,10.90568213,-0.943071787,5.832980796,5.99119387,1938.489825,10
5779,1,2,76,75.34941986,5.753874111,-8.601068831,-2.139194212,6.42934236,6.086345641,2731.673451,2
5780,5,2,72,91.1274626,-4.406752669,11.23013909,-1.304297149,6.213800995,5.935239526,1995.286401,10
5781,4,2,72,83.49904338,5.969301816,-2.121584832,-1.808332383,6.426540227,5.823844314,2683.015536,2
5782,2,2,80,92.111479,-2.48072086,8.313959799,-2.271370003,6.643277072,5.679693751,2273.194933,10
5783,1,2,76,81.94740911,-6.808205791,1.887324188,-1.635169787,6.042483943,6.773902804,1300.785587,4
5784,4,2,72,94.16390085,-6.947225754,9.518252586,-2.007324795,6.274693078,5.65602422,2358.317788,10
5785,5,2,72,91.37101769,-4.674282566,7.825642644,-1.844204311,5.962717646,5.90240269,2081.00448,10
5786,5,2,72,85.36553122,-4.582692289,2.619397525,-0.778016822,6.297046715,6.042286926,977.8011379,7
5787,1,2,76,88.31238126,-9.289528941,4.862600571,-2.108001182,6.429656497,6.224330649,2270.893982,9
5788,4,2,72,82.79143582,4.866063814,0.042988259,-2.138843902,6.20913966,5.794208289,2716.559917,2
5789,4,2,72,89.47481844,1.757268419,6.333578331,-2.049320815,6.607200403,5.946759044,2479.100952,8
5790,2,2,80,91.17430705,-7.753058362,4.495698691,-2.620668801,6.333394724,5.650564332,2070.473714,9
5791,5,2,72,90.75963726,-1.403151471,10.986246,-1.339972512,6.042100846,5.99335082,2098.244921,10
5792,5,2,72,91.90286498,-3.169907689,9.077215507,-0.997804007,6.313822687,5.978361561,1938.966562,10
5793,2,2,80,93.23497317,-6.556129488,5.858955255,-2.155590408,6.149605169,5.732562713,2314.960149,9
5794,5,2,72,84.07022701,-4.746803828,1.562682483,-0.795454792,6.226983954,5.862367767,1110.73142,7
5795,1,2,76,76.7327508,7.237679293,-5.759160834,-1.452539146,6.309270817,6.535669095,3035.551615,2
5796,1,2,76,88.57223377,-9.185633058,2.257456287,-2.11648659,6.145621895,6.298378379,2213.003176,9
5797,5,2,72,90.38046773,-0.280408077,10.06774076,-1.056032397,6.141780149,5.941331107,1948.420608,10
5798,5,2,72,82.25028218,-4.326199188,2.354896037,-1.758334433,6.112124476,5.604063862,1234.435956,4
5799,1,2,76,87.37122075,-7.662657322,5.768281908,-2.070550065,6.153233006,6.536750991,2266.603585,9
5800,2,2,80,91.94889973,-4.157602968,9.161148031,-2.73686539,6.189326018,5.592902815,2266.372484,10
5801,5,2,72,83.92343153,-5.566630273,0.896213708,-1.252400544,6.038983927,5.75079272,1002.821558,7
5802,5,2,72,90.38296034,-5.766618213,9.825431244,-1.448201212,6.372326805,5.823871203,2006.532422,10
5803,5,2,72,81.85965376,-8.235936686,6.127669225,-1.203031124,6.243868754,5.633643268,1297.745432,4
5804,5,2,72,85.1030096,-0.695755599,-0.184111522,-0.929242926,6.222952449,5.965218456,776.0594307,7
5805,2,2,80,76.37915905,6.4807928,-7.034236994,-2.645453095,6.006384237,5.663258425,2456.642072,2
5806,5,2,72,91.37995868,-3.139985201,10.38970312,-1.125070127,6.113634249,6.086815056,1969.093952,10
5807,4,2,72,87.68578252,1.736453893,3.7586089,-2.083270221,6.150074858,5.799162268,2321.876044,8
5808,5,2,72,90.8831374,-4.904723068,6.721122797,-1.529781536,6.178414165,5.852686066,1924.561185,9
5809,5,2,72,84.86295861,-0.053040311,4.714400338,-1.028704964,6.017348233,6.128610663,1111.651392,7
5810,5,2,72,91.06391465,-4.438490935,8.437028523,-1.499769488,6.42521894,6.027867354,1982.474393,10
5811,5,2,72,90.5584593,-8.359620616,6.80255601,-1.490442833,6.245082228,5.690486739,1885.656447,9
5812,5,2,72,71.02761009,2.846735408,-9.841223191,-0.933588187,6.003630556,5.89122868,2049.443931,2
5813,5,2,72,88.59476891,3.414720633,3.310628174,-1.30112116,6.696733505,5.671665328,2083.066349,8
5814,5,2,72,92.82896934,-2.135943919,11.3164973,-1.086258989,5.993667219,6.10118001,2033.533676,10
5815,5,2,72,86.87115595,-4.027541049,8.178264066,-1.235195318,6.369802931,6.071512488,1321.921847,4
5816,2,2,80,92.87852444,-7.509517741,8.988571491,-2.456433654,6.411752529,5.804667861,2259.649777,9
5817,5,2,72,85.60389774,-0.088377077,-1.033285939,-1.738506406,6.113930021,5.715909726,1914.727453,3
5818,5,2,72,91.36344977,-3.850683751,12.69259777,-1.317057351,5.978962679,5.923347217,1973.284922,10
5819,5,2,72,84.23568466,-0.957361647,1.948993479,-1.213268571,6.065061536,5.824978482,1371.387155,7
5820,2,2,80,92.1490323,-1.427864973,10.6244394,-2.072195235,6.085617399,6.091740718,2201.31171,10
5821,4,2,72,93.34036215,-3.358718423,8.074106299,-1.904082268,6.291764264,5.778353483,2143.899377,10
5822,5,2,72,91.8154556,-5.790015722,4.520076728,-1.302958023,6.516808403,5.989249279,1937.253827,9
5823,5,2,72,90.75937688,-2.829906971,10.87919942,-1.303166797,6.192800021,5.999786747,1858.500078,10
5824,5,2,72,91.35223303,-2.861851961,10.27272828,-1.362877786,6.188141009,5.893327517,2003.073347,10
5825,2,2,80,92.93718231,-7.178166727,7.478691663,-2.66063772,6.10280914,5.606855427,2151.283044,9
5826,5,2,72,91.16285967,-6.140477828,8.334721953,-0.776709438,6.399542805,5.86817336,1866.202469,9
5827,5,2,72,90.48627785,-0.756381433,9.666601016,-0.61460537,6.059096715,5.898817813,1935.405505,10
5828,5,2,72,92.53619026,-4.23732934,10.74914151,-1.153227414,6.38917637,5.844728295,2036.861565,10
5829,5,2,72,81.98399337,-5.576070483,0.262341096,-1.568052928,6.219677615,5.622752557,1170.917332,4
5830,5,2,72,83.59434645,-5.088315581,2.956532656,-0.765649555,6.238411251,5.81400267,583.7101506,7
5831,2,2,80,94.86292786,-4.908689688,7.923054112,-2.328438756,6.029774919,5.789387973,2252.780529,9
5832,2,2,80,78.60122462,6.302080711,-7.737981707,-2.545637017,6.277406811,5.678249343,2474.14412,2
5833,5,2,72,92.74340876,-4.214902869,10.37194979,-0.959302759,6.368831357,5.990661364,2188.420304,10
5834,5,2,72,90.79849566,-2.434877762,11.24421521,-1.324571162,6.118635493,6.191031623,2055.002383,10
5835,5,2,72,90.19063559,-7.956358328,7.226619192,-1.602721591,6.3533909,5.694373479,2094.361773,9
5836,4,2,72,94.80177225,-4.897207259,5.809714529,-1.917056684,6.341598183,5.848341859,2209.85709,9
5837,4,2,72,94.15257911,-6.505429318,9.602021119,-2.000934587,6.257122891,6.027861155,2292.923488,10
5838,2,2,80,78.35429804,9.60022944,-5.4837809,-2.225323563,6.202660208,5.524441019,2382.982975,2
5839,5,2,72,88.87750472,-8.324374807,4.664669159,-1.877865186,6.624839177,5.682263715,1964.985669,9
5840,5,2,72,91.10566328,-4.412558418,9.282357062,-1.384126989,5.996420615,5.952140428,2110.3067,10
5841,5,2,72,91.22714501,-2.002366959,10.43403622,-0.7415924,6.128228287,6.005994791,1986.496553,10
5842,5,2,72,83.90592947,-5.757583921,4.786206032,-1.276696247,6.154188265,5.794691112,1314.714777,4
5843,5,2,72,91.38794553,-2.607154394,8.330957319,-1.32309651,6.547873603,5.910358843,1925.332739,9
5844,4,2,72,95.03433752,-6.740606493,10.77316286,-2.11620984,6.079010432,5.747293731,2449.307744,9
5845,5,2,72,90.24288451,-6.1700808,6.759670667,-1.788055544,6.269382816,5.681784059,1862.667896,9
5846,1,2,76,81.34418188,-7.188460918,-3.225087329,-1.664313267,6.293264167,6.440825477,1296.373046,4
5847,2,2,80,84.22226392,-2.980725109,-0.416885838,-2.436542298,5.993634402,5.590562442,1651.0115,4
5848,5,2,72,92.19880241,-4.091975236,9.600073166,-1.299637442,6.221783899,5.940683034,2092.544636,10
5849,5,2,72,89.98837184,-5.731906858,11.21480724,-1.080151806,5.8994846,5.895070739,1979.147365,10
5850,5,2,72,92.14267358,-5.708845936,7.266958664,-1.637693588,6.346703517,5.787649329,1935.634685,9
5851,5,2,72,89.82811481,-0.84396039,10.54225002,-0.757926604,6.872878,5.986767499,1875.617659,10
5852,4,2,72,89.2127337,2.315247113,2.829138207,-2.044005094,6.240647029,5.724259277,2460.998809,8
5853,5,2,72,89.77514619,-8.305253137,6.101476216,-1.586112585,6.269426503,5.66080706,1726.637081,9
5854,2,2,80,87.37025242,-4.278486199,-0.420458889,-2.463465375,6.202538566,5.662095548,1494.008387,4
5855,5,2,72,89.37903502,-6.126554519,5.939316924,-1.513986936,6.259170239,5.725104969,1824.351841,9
5856,4,2,72,89.19160685,-6.87352413,2.494866806,-1.883714777,6.04705848,5.70274431,1567.780139,4
5857,5,2,72,91.7324356,-6.802853158,6.627973,-1.197733877,6.118070043,5.712372791,2063.257313,9
5858,1,2,76,87.35932456,-7.452753287,2.912776219,-1.812317986,5.856957012,6.567245142,2088.982976,9
5859,2,2,80,79.96356772,2.497752277,-12.41478092,-1.786771844,6.175983196,6.08098538,2601.872279,2
5860,5,2,72,85.23022427,-2.218729345,3.812876284,-0.736437649,5.738869685,6.078748237,1102.305349,7
5861,2,2,80,82.65457122,4.405392485,-0.82203107,-2.358645512,6.322600609,5.931830619,2345.282621,2
5862,5,2,72,90.13000382,-8.841552889,8.933326807,-2.073753343,5.722127119,5.653860073,1924.219153,9
5863,5,2,72,90.01511967,-2.240018804,9.592013141,-1.062934525,5.975042076,5.952792255,1995.557676,10
5864,5,2,72,88.52016029,0.220829503,6.36634799,-1.657074012,6.510312193,5.563654495,2072.689512,8
5865,5,2,72,70.66589564,3.526532652,-10.69396364,-1.185427184,6.162348949,5.783172803,2145.045861,2
5866,5,2,72,90.21908452,-3.110601,8.05961588,-1.176961389,6.21263005,5.868582991,1771.236304,10
5867,5,2,72,85.36019332,1.553214827,5.751429391,-0.873476297,6.155926902,6.174183872,1091.773978,7
5868,5,2,72,82.08152976,-1.150304547,5.192777348,-1.526124183,6.282549128,5.858199846,1169.470248,4
5869,5,2,72,91.63711791,-4.137090578,9.178741937,-1.323855779,6.143097695,5.944913482,1941.001287,10
5870,2,2,80,94.40737844,-5.713053331,7.868711187,-2.103630843,6.167424344,5.925673877,2196.175544,9
5871,5,2,72,90.85690135,-2.2883985,10.38730097,-1.820995552,6.25187131,5.958074682,2049.018301,10
5872,4,2,72,93.04798482,-6.598099352,6.209851992,-2.201701054,6.791410484,5.751316247,2264.954889,9
5873,2,2,80,93.81475176,-4.379979835,8.492166577,-2.377408627,6.072946502,5.868788845,2125.677966,9
5874,4,2,72,94.23974483,-5.07477698,10.22209459,-1.829678891,6.236045895,5.998219836,2299.394607,10
5875,1,2,76,90.06786891,-6.025749927,8.777988068,-2.244998358,6.274696279,6.216149636,2442.157332,10
5876,2,2,80,95.16471595,-3.461465624,10.51886657,-2.109741465,6.045204976,5.880139862,2471.678809,10
5877,5,2,72,91.34001958,-1.637697631,8.923678396,-0.830514726,6.280546983,5.988487791,1888.093304,10
5878,1,2,76,81.27463741,-4.921455582,-0.32026102,-1.45414684,6.183195012,6.422577114,1294.131527,4
5879,5,2,72,90.9484262,-2.323408535,9.267971676,-1.395849336,6.450345844,6.198536773,1853.49602,10
5880,5,2,72,81.56408776,-7.913214652,0.619128724,-1.512791502,5.990379173,5.658626601,1118.391367,4
5881,5,2,72,84.6843405,-0.041501804,3.08903389,-1.137468189,6.119547495,6.002474996,1456.925128,7
5882,2,2,80,92.89260539,-5.178989002,6.725887432,-2.340672895,6.036328592,5.722154355,2206.888711,10
5883,5,2,72,85.41469827,-2.229441912,3.567508308,-1.001512025,6.376732424,6.058860956,1106.295918,7
5884,4,2,72,95.78596161,-6.081703035,7.481473725,-1.868834843,6.228437475,5.775568095,2323.475502,10
5885,1,2,76,82.58547887,-7.822527619,-0.655005057,-1.814076845,6.20525293,6.532922053,1583.014644,4
5886,2,2,80,92.53758178,-2.773929481,7.669857566,-2.486719565,6.282075132,5.79530001,2049.535292,10
5887,5,2,72,88.99551875,-3.933601818,10.20651774,-1.034038064,6.142082436,5.844306,1981.902485,10
5888,1,2,76,78.53991854,6.545695177,-4.664780866,-2.248845606,6.086479533,6.422424476,2961.755884,2
5889,1,2,76,88.12509658,-6.827705863,6.069756695,-2.161086764,6.482499488,6.502520339,2203.74263,9
5890,5,2,72,90.88661329,-1.706249504,11.29463998,-0.969758208,6.411799232,5.906351714,2038.351814,10
5891,5,2,72,91.00293467,-5.546812812,10.42081874,-1.644421855,6.147803282,5.800922097,1958.526052,9
5892,5,2,72,90.69212181,-1.839257882,11.97239725,-1.135087046,6.399917161,5.966377253,1905.226341,10
5893,4,2,72,93.93669757,-2.673521421,10.19418632,-1.864530137,6.504487853,6.156518918,2428.13928,10
5894,5,2,72,91.5548596,-3.016071166,7.435807346,-1.573714833,6.411041134,5.839875121,1919.782045,9
5895,4,2,72,94.7417686,-6.260607473,11.30794755,-1.764180989,5.818746659,6.071412753,2433.156609,10
5896,1,2,76,87.88966903,-7.032754263,6.784651936,-2.122368193,6.606293099,6.417434438,2240.656747,10
5897,5,2,72,71.44077532,5.306113656,-8.999119442,-0.973325112,5.859157525,5.882763971,1978.17794,2
5898,4,2,72,90.70121903,0.531723313,6.597366682,-1.796717698,6.229298621,5.869979723,2544.511493,8
5899,1,2,76,80.31494145,-9.914501993,-1.100976133,-1.645994858,6.175857097,6.458397245,1542.541035,4
5900,5,2,72,81.95857361,-10.72767271,2.354822455,-1.530633871,6.188506013,5.433957852,1134.591129,4
5901,4,2,72,81.61507332,3.515705268,-5.151077829,-2.01431792,6.10758581,5.858091629,2538.291368,2
5902,5,2,72,83.16046157,0.742637624,-0.715742568,-1.289192279,6.101467556,5.881195108,1491.353187,3
5903,5,2,72,90.09585932,-8.835926844,7.377264542,-1.264843818,5.932710011,5.735666357,1943.360025,9
5904,1,2,76,80.82671825,-7.126039975,0.942103446,-1.859384859,5.739280125,6.385290119,1506.592039,4
5905,2,2,80,94.3404594,-3.843503784,5.549304399,-1.805164744,6.327339323,5.745039955,2100.391697,9
5906,1,2,76,78.20902519,-8.615472665,-2.21331922,-1.872870573,6.311363068,6.655826158,1717.844358,4
5907,5,2,72,85.36845724,-4.616800847,4.662536187,-1.077661012,6.457063225,5.898329632,891.5455394,7
5908,5,2,72,83.59688252,-3.480316221,-0.642193436,-1.116715665,6.259677871,5.87682147,876.6461761,7
5909,5,2,72,90.94885218,-3.945111053,8.997735724,-1.527405296,6.361302466,5.803506431,1936.208788,10
5910,1,2,76,81.73270785,-5.625994388,-0.075546557,-2.383840808,5.847888239,6.341137847,1330.414779,4
5911,4,2,72,81.94034288,7.394364025,-1.853699174,-1.790807079,6.169281228,5.726230099,2671.526608,2
5912,5,2,72,85.99616492,-4.016070176,1.846979866,-1.069500653,6.140973495,5.890367605,902.6357832,7
5913,4,2,72,89.00602751,1.289311794,4.124881749,-1.847104538,6.04158783,5.921088549,2542.384326,8
5914,2,2,80,83.11933219,4.611339623,-5.267103318,-1.893379313,6.264443566,5.691381494,2560.348821,2
5915,5,2,72,91.29506085,-7.938708897,4.816684924,-1.44189834,6.51014334,5.53975797,1978.07143,9
5916,5,2,72,92.41794595,-3.658547373,11.1870923,-1.503665763,6.431426383,6.075328013,2075.362466,10
5917,5,2,72,90.14087509,-6.130114259,7.988928406,-1.722016148,6.359659022,5.835717281,1980.905867,9
5918,4,2,72,89.48168639,0.04932905,5.987991279,-2.12907429,6.404339043,5.77908963,2520.759819,8
5919,2,2,80,93.81074905,-4.779121365,10.43413747,-2.316740144,6.279318112,5.705240988,2393.62805,9
5920,1,2,76,81.52225468,-5.302224817,-1.289868472,-2.172410869,6.099256337,6.550614698,1421.854526,4
5921,5,2,72,90.56815171,-5.330902641,9.709670707,-1.137307378,6.387078549,5.963272757,2032.311451,9
5922,2,2,80,92.98011708,-2.486720221,9.55950853,-2.250040107,6.228548416,5.679226929,2335.598701,10
5923,5,2,72,90.43846652,-8.835016737,7.474188313,-1.130897133,6.186393849,5.624570976,1765.887921,9
5924,5,2,72,90.52881849,-4.715078682,6.843539306,-1.440081864,6.313020405,5.917240869,1974.831736,10
5925,2,2,80,80.43244906,10.44861513,-6.864953527,-1.774579516,6.480206759,5.961445227,2755.464797,2
5926,4,2,72,93.73269277,-5.984102643,9.500945425,-2.100774419,6.207923836,5.855714485,2373.213381,9
5927,5,2,72,91.04740121,-6.250987726,7.263605589,-1.281847407,6.700229846,5.801219353,1888.319262,9
5928,5,2,72,90.62415966,-7.583260917,8.723968388,-1.542475903,6.222373831,5.776804567,1868.213545,9
5929,5,2,72,90.61893214,-9.397076947,7.767828213,-1.772820608,6.32026904,5.684878792,1853.835167,9
5930,5,2,72,84.41650066,0.454548617,-1.035512713,-0.938607897,6.032793121,6.069078584,865.8245555,7
5931,5,2,72,88.83037579,-1.454564328,10.75360985,-1.774458819,5.989207544,5.97349263,2003.077787,10
5932,2,2,80,75.35165661,5.391502198,-8.552638471,-1.99758752,6.446363297,5.752556419,2552.059584,2
5933,1,2,76,92.27108827,-9.987719999,4.312088524,-2.011976628,6.164191546,5.992424205,2304.351967,9
5934,2,2,80,92.56610762,-7.06531988,7.824302284,-2.585490511,6.267506999,5.704567308,2082.606298,9
5935,5,2,72,88.49924224,-2.297113821,7.777534284,-1.677829564,6.308572929,5.67083402,2093.352704,8
5936,5,2,72,69.47731628,7.618780873,-8.878116879,-1.572459464,6.158047281,5.80884122,2114.585222,2
5937,4,2,72,86.83885574,-8.588557398,4.585472488,-2.377474914,6.097122114,5.5123656,1432.131957,4
5938,5,2,72,79.9157672,-10.48776314,6.074524083,-1.500419008,6.034247123,5.702588851,1259.019051,4
5939,5,2,72,70.35944158,2.114162361,-9.565199602,-1.450479616,6.193310043,5.680012651,2000.892946,2
5940,4,2,72,89.1083846,-7.234610172,7.23907964,-2.076816051,5.831806582,5.69399118,1603.221099,4
5941,5,2,72,83.35370859,-2.440012747,2.576320437,-1.316657762,6.391474216,5.91406112,1183.196964,4
5942,1,2,76,88.87853478,-6.890671958,5.053673302,-2.051138906,6.105439821,6.511234344,2249.067994,9
5943,5,2,72,82.24035153,-6.561240742,3.374123618,-1.05523542,6.193227567,5.899943357,1127.029933,4
5944,2,2,80,94.18408655,-2.745019846,6.799868401,-2.08717295,5.789047137,6.048413827,2099.179549,10
5945,1,2,76,87.66141852,-9.49534891,2.73566173,-1.844828333,6.004940749,6.470276947,2073.973922,9
5946,5,2,72,87.7212656,-7.295914477,6.732469531,-1.8098933,6.401287642,5.667320984,1988.763601,9
5947,5,2,72,84.96044888,-3.214797448,2.745153597,-1.224658727,6.194019702,6.003418266,627.1108087,7
